onetId,occupationTitle,reportedTitle,combinedTitle
17-2021.00,Agricultural Engineers,Agricultural Systems Specialist,Agricultural Systems Specialist (Agricultural Engineers)
19-4011.01,Agricultural Technicians,Agricultural Technician,Agricultural Technician (Agricultural Technicians)
49-3041.00,Farm Equipment Mechanics and Service Technicians,Agricultural Technician,Agricultural Technician (Farm Equipment Mechanics and Service Technicians)
25-1041.00,"Agricultural Sciences Teachers, Postsecondary",Agriculture Instructor,"Agriculture Instructor (Agricultural Sciences Teachers, Postsecondary)"
45-2041.00,"Graders and Sorters, Agricultural Products",Agriculture Laborer,"Agriculture Laborer (Graders and Sorters, Agricultural Products)"
25-1041.00,"Agricultural Sciences Teachers, Postsecondary",Agriculture Professor,"Agriculture Professor (Agricultural Sciences Teachers, Postsecondary)"
19-1013.00,Soil and Plant Scientists,Agronomist,Agronomist (Soil and Plant Scientists)
19-1013.00,Soil and Plant Scientists,Agronomy Research Manager,Agronomy Research Manager (Soil and Plant Scientists)
19-1013.00,Soil and Plant Scientists,Agronomy Specialist,Agronomy Specialist (Soil and Plant Scientists)
49-3043.00,Rail Car Repairers,Air Brake Mechanic,Air Brake Mechanic (Rail Car Repairers)
43-5011.01,Freight Forwarders,Air Export Agent,Air Export Agent (Freight Forwarders)
43-5011.01,Freight Forwarders,Air Export Coordinator,Air Export Coordinator (Freight Forwarders)
17-2081.00,Environmental Engineers,Air Pollution Control Engineer,Air Pollution Control Engineer (Environmental Engineers)
19-2031.00,Chemists,Air Quality Chemist,Air Quality Chemist (Chemists)
17-3025.00,Environmental Engineering Technicians,Air Quality Instrument Specialist,Air Quality Instrument Specialist (Environmental Engineering Technicians)
53-2021.00,Air Traffic Controllers,Air Traffic Control Specialist (ATCS),Air Traffic Control Specialist (ATCS) (Air Traffic Controllers)
53-2021.00,Air Traffic Controllers,"Air Traffic Control Specialist, Terminal","Air Traffic Control Specialist, Terminal (Air Traffic Controllers)"
53-2021.00,Air Traffic Controllers,Air Traffic Control Specialist/Certified Professional Controller (ATC Specialist/CPC),Air Traffic Control Specialist/Certified Professional Controller (ATC Specialist/CPC) (Air Traffic Controllers)
53-2021.00,Air Traffic Controllers,Air Traffic Controller (ATC),Air Traffic Controller (ATC) (Air Traffic Controllers)
53-2021.00,Air Traffic Controllers,Air Traffic Controller (Enroute Option),Air Traffic Controller (Enroute Option) (Air Traffic Controllers)
53-2021.00,Air Traffic Controllers,Air Traffic Controller (Tower Option),Air Traffic Controller (Tower Option) (Air Traffic Controllers)
53-2021.00,Air Traffic Controllers,"Air Traffic Controller, Center","Air Traffic Controller, Center (Air Traffic Controllers)"
53-7061.00,Cleaners of Vehicles and Equipment,Aircraft Cleaner,Aircraft Cleaner (Cleaners of Vehicles and Equipment)
43-5032.00,"Dispatchers, Except Police, Fire, and Ambulance",Aircraft Dispatcher,"Aircraft Dispatcher (Dispatchers, Except Police, Fire, and Ambulance)"
49-2091.00,Avionics Technicians,Aircraft Electrical Systems Specialist,Aircraft Electrical Systems Specialist (Avionics Technicians)
53-6051.01,Aviation Inspectors,Aircraft Inspector,Aircraft Inspector (Aviation Inspectors)
51-2011.00,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",Aircraft Line Assembler,"Aircraft Line Assembler (Aircraft Structure, Surfaces, Rigging, and Systems Assemblers)"
49-3011.00,Aircraft Mechanics and Service Technicians,Aircraft Maintenance Director,Aircraft Maintenance Director (Aircraft Mechanics and Service Technicians)
49-3011.00,Aircraft Mechanics and Service Technicians,Aircraft Maintenance Supervisor,Aircraft Maintenance Supervisor (Aircraft Mechanics and Service Technicians)
49-3011.00,Aircraft Mechanics and Service Technicians,Aircraft Maintenance Technician (Aircraft Maintenance Tech),Aircraft Maintenance Technician (Aircraft Maintenance Tech) (Aircraft Mechanics and Service Technicians)
49-3011.00,Aircraft Mechanics and Service Technicians,Aircraft Mechanic,Aircraft Mechanic (Aircraft Mechanics and Service Technicians)
53-6051.01,Aviation Inspectors,Aircraft Quality Control Inspector,Aircraft Quality Control Inspector (Aviation Inspectors)
49-3011.00,Aircraft Mechanics and Service Technicians,Aircraft Restorer,Aircraft Restorer (Aircraft Mechanics and Service Technicians)
49-3011.00,Aircraft Mechanics and Service Technicians,Aircraft Technician,Aircraft Technician (Aircraft Mechanics and Service Technicians)
49-2091.00,Avionics Technicians,Aircraft Technician,Aircraft Technician (Avionics Technicians)
51-4111.00,Tool and Die Makers,Aircraft Tool Maker,Aircraft Tool Maker (Tool and Die Makers)
49-3011.00,Aircraft Mechanics and Service Technicians,Airframe and Powerplant Mechanic (A and P Mechanic),Airframe and Powerplant Mechanic (A and P Mechanic) (Aircraft Mechanics and Service Technicians)
53-2011.00,"Airline Pilots, Copilots, and Flight Engineers",Airline Captain,"Airline Captain (Airline Pilots, Copilots, and Flight Engineers)"
27-4013.00,Radio Operators,Airline Operations Agent,Airline Operations Agent (Radio Operators)
53-2011.00,"Airline Pilots, Copilots, and Flight Engineers",Airline Pilot,"Airline Pilot (Airline Pilots, Copilots, and Flight Engineers)"
53-2011.00,"Airline Pilots, Copilots, and Flight Engineers",Airline Pilot (Captain),"Airline Pilot (Captain) (Airline Pilots, Copilots, and Flight Engineers)"
43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks,Airline Ticket Agent,Airline Ticket Agent (Reservation and Transportation Ticket Agents and Travel Clerks)
53-2011.00,"Airline Pilots, Copilots, and Flight Engineers",Airline Transport Pilot,"Airline Transport Pilot (Airline Pilots, Copilots, and Flight Engineers)"
53-2022.00,Airfield Operations Specialists,Airport Duty Manager,Airport Duty Manager (Airfield Operations Specialists)
53-2022.00,Airfield Operations Specialists,Airport Operations Coordinator,Airport Operations Coordinator (Airfield Operations Specialists)
53-2022.00,Airfield Operations Specialists,Airport Operations Manager,Airport Operations Manager (Airfield Operations Specialists)
53-2022.00,Airfield Operations Specialists,Airport Operations Officer,Airport Operations Officer (Airfield Operations Specialists)
13-1041.04,Government Property Inspectors and Investigators,Airport Operations Officer,Airport Operations Officer (Government Property Inspectors and Investigators)
53-2022.00,Airfield Operations Specialists,Airport Operations Specialist,Airport Operations Specialist (Airfield Operations Specialists)
43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks,Airport Sales Agent,Airport Sales Agent (Reservation and Transportation Ticket Agents and Travel Clerks)
53-6051.01,Aviation Inspectors,Airworthiness Safety Inspector,Airworthiness Safety Inspector (Aviation Inspectors)
49-2098.00,Security and Fire Alarm Systems Installers,Alarm Technician,Alarm Technician (Security and Fire Alarm Systems Installers)
33-3051.01,Police Patrol Officers,Alcohol Law Enforcement Agent,Alcohol Law Enforcement Agent (Police Patrol Officers)
49-3093.00,Tire Repairers and Changers,Alignment Technician,Alignment Technician (Tire Repairers and Changers)
49-3052.00,Motorcycle Mechanics,All Terrain Vehicle Technician (ATV Technician),All Terrain Vehicle Technician (ATV Technician) (Motorcycle Mechanics)
29-1069.01,Allergists and Immunologists,Allergist,Allergist (Allergists and Immunologists)
29-1069.01,Allergists and Immunologists,Allergist/Immunologist,Allergist/Immunologist (Allergists and Immunologists)
29-1069.01,Allergists and Immunologists,"Allergist/Immunologist, Physician","Allergist/Immunologist, Physician (Allergists and Immunologists)"
29-1069.01,Allergists and Immunologists,Allergist/MD,Allergist/MD (Allergists and Immunologists)
29-1069.01,Allergists and Immunologists,Allergist/Pediatric Pulmonologist,Allergist/Pediatric Pulmonologist (Allergists and Immunologists)
29-1069.01,Allergists and Immunologists,Allergy and Immunology Specialist,Allergy and Immunology Specialist (Allergists and Immunologists)
29-1069.01,Allergists and Immunologists,Allergy Physician,Allergy Physician (Allergists and Immunologists)
25-2032.00,"Career/Technical Education Teachers, Secondary School",Allied Health Teacher,"Allied Health Teacher (Career/Technical Education Teachers, Secondary School)"
51-6051.00,"Sewers, Hand",Alteration Specialist,"Alteration Specialist (Sewers, Hand)"
51-6052.00,"Tailors, Dressmakers, and Custom Sewers",Alterations Expert,"Alterations Expert (Tailors, Dressmakers, and Custom Sewers)"
51-6052.00,"Tailors, Dressmakers, and Custom Sewers",Alterations Sewer,"Alterations Sewer (Tailors, Dressmakers, and Custom Sewers)"
23-1022.00,"Arbitrators, Mediators, and Conciliators",Alternative Dispute Resolution Coordinator (ADR Coordinator),"Alternative Dispute Resolution Coordinator (ADR Coordinator) (Arbitrators, Mediators, and Conciliators)"
23-1022.00,"Arbitrators, Mediators, and Conciliators",Alternative Dispute Resolution Mediator (ADR Mediator),"Alternative Dispute Resolution Mediator (ADR Mediator) (Arbitrators, Mediators, and Conciliators)"
51-4121.06,"Welders, Cutters, and Welder Fitters",Aluminum Welder,"Aluminum Welder (Welders, Cutters, and Welder Fitters)"
53-3011.00,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",Ambulance Attendant,"Ambulance Attendant (Ambulance Drivers and Attendants, Except Emergency Medical Technicians)"
53-3011.00,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",Ambulance Driver,"Ambulance Driver (Ambulance Drivers and Attendants, Except Emergency Medical Technicians)"
29-2091.00,Orthotists and Prosthetists,American Board Certified Orthotist (ABC Orthotist),American Board Certified Orthotist (ABC Orthotist) (Orthotists and Prosthetists)
19-3091.01,Anthropologists,American Indian Policy Specialist,American Indian Policy Specialist (Anthropologists)
25-1062.00,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",American Studies Professor,"American Studies Professor (Area, Ethnic, and Cultural Studies Teachers, Postsecondary)"
49-9021.02,Refrigeration Mechanics and Installers,Ammonia Refrigeration Technician,Ammonia Refrigeration Technician (Refrigeration Mechanics and Installers)
13-2041.00,Credit Analysts,Analyst,Analyst (Credit Analysts)
13-2052.00,Personal Financial Advisors,Analyst,Analyst (Personal Financial Advisors)
19-4099.01,Quality Control Analysts,Analyst Microbiology Lab,Analyst Microbiology Lab (Quality Control Analysts)
15-1131.00,Computer Programmers,Analyst Programmer,Analyst Programmer (Computer Programmers)
19-2031.00,Chemists,Analytical Chemist,Analytical Chemist (Chemists)
19-4099.01,Quality Control Analysts,Analytical Lab Analyst,Analytical Lab Analyst (Quality Control Analysts)
19-1021.00,Biochemists and Biophysicists,Analytical Research Chemist,Analytical Research Chemist (Biochemists and Biophysicists)
11-9041.01,Biofuels/Biodiesel Technology and Product Development Managers,Analytical Research Program Manager,Analytical Research Program Manager (Biofuels/Biodiesel Technology and Product Development Managers)
15-2031.00,Operations Research Analysts,Analytical Strategist,Analytical Strategist (Operations Research Analysts)
29-1069.07,Pathologists,Anatomic Pathologist,Anatomic Pathologist (Pathologists)
27-3021.00,Broadcast News Analysts,Anchor,Anchor (Broadcast News Analysts)
27-3011.00,Radio and Television Announcers,Anchor,Anchor (Radio and Television Announcers)
27-3022.00,Reporters and Correspondents,Anchor,Anchor (Reporters and Correspondents)
31-9095.00,Pharmacy Aides,Ancillary,Ancillary (Pharmacy Aides)
29-1071.01,Anesthesiologist Assistants,Anesthesia Assistant,Anesthesia Assistant (Anesthesiologist Assistants)
29-1061.00,Anesthesiologists,Anesthesia Associate,Anesthesia Associate (Anesthesiologists)
29-1061.00,Anesthesiologists,Anesthesia Director,Anesthesia Director (Anesthesiologists)
29-1061.00,Anesthesiologists,Anesthesia Resident,Anesthesia Resident (Anesthesiologists)
29-1071.01,Anesthesiologist Assistants,Anesthesia Tech,Anesthesia Tech (Anesthesiologist Assistants)
29-1071.01,Anesthesiologist Assistants,Anesthesia Technician,Anesthesia Technician (Anesthesiologist Assistants)
29-1061.00,Anesthesiologists,Anesthesiologist,Anesthesiologist (Anesthesiologists)
29-1071.01,Anesthesiologist Assistants,Anesthesiologist Assistant,Anesthesiologist Assistant (Anesthesiologist Assistants)
29-1071.01,Anesthesiologist Assistants,Anesthesiologist Assistant-Certified,Anesthesiologist Assistant-Certified (Anesthesiologist Assistants)
29-1071.01,Anesthesiologist Assistants,Anesthesiologists' Assistant,Anesthesiologists' Assistant (Anesthesiologist Assistants)
33-9011.00,Animal Control Workers,Animal Attendant,Animal Attendant (Animal Control Workers)
39-2021.00,Nonfarm Animal Caretakers,Animal Care Giver (ACG),Animal Care Giver (ACG) (Nonfarm Animal Caretakers)
